record_id,doi,year,title,status,pmcid,versioned_pmcid,local_path,retrieved_at,source_url,resolved_url,source_landing_page_url,source_landing_page_snapshot_path,source_landing_page_snapshot_sha256,source_landing_page_snapshot_bytes,source_name,source_version,requested_version,version_assertion_method,source_version_assertion_method,historical_evaluated_edition_relation,historical_evaluated_edition_equivalence_asserted,transport_provenance_verification_status,transport_provenance_limitation,source_license,source_access,pmc_manifest_path,pmc_manifest_sha256,pmc_manifest_original_path,pmc_package_metadata_snapshot_path,pmc_package_metadata_snapshot_sha256,pmc_package_metadata_snapshot_bytes,pmc_article_xml_original_path,pmc_article_xml_snapshot_path,pmc_article_xml_snapshot_sha256,pmc_article_xml_snapshot_bytes,bytes,sha256,page_count,artifact_type,identity_check,title_similarity,error
doi:10.1021/sb4000756,10.1021/sb4000756,2014,Thrombin-Mediated Transcriptional Regulation Using DNA Aptamers in DNA-Based Cell-Free Protein Synthesis,already_present,PMC3961559,PMC3961559.1,data/papers/2014/10.1021__sb4000756/versions/pmc_author_manuscript/paper__ce30da301e24.pdf,2026-09-03T04:36:58+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC3961559/pdf/nihms527505.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3961559/pdf/nihms527505.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3961559/,data/papers/2014/10.1021__sb4000756/versions/pmc_author_manuscript/source_page__c0fd6c984e4b.html,c0fd6c984e4b318a36045f805ea2b01451e8da2cd53b0eb6bb982e751503877b,206384,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb4000756/versions/pmc_author_manuscript/pmc_manifest__3d9a2587abc2.json,3d9a2587abc22a974939473efc7f6c6ac6ce038a2f3d8cf2284ce76fc93eab3f,data/papers/2014/10.1021__sb4000756/pmc.json,data/papers/2014/10.1021__sb4000756/versions/pmc_author_manuscript/pmc_package_metadata__7ee1349f6cfd.json,7ee1349f6cfd0ecd3a706426735bcdf8cee3747110074e1e65057beb2ce2dfa0,632,,,,,593453,ce30da301e24d599a3057927a6051290c9842fa2ad9905247d67e11013b00051,16,article_pdf,doi,1.0,
doi:10.1021/sb4001118,10.1021/sb4001118,2014,Solution Structure of a Bacterial Microcompartment Targeting Peptide and Its Application in the Construction of an Ethanol Bioreactor,already_present,PMC4880047,PMC4880047.1,data/papers/2014/10.1021__sb4001118/versions/pmc_author_manuscript/paper__cf6fcc759743.pdf,2026-09-03T05:29:11+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4880047/pdf/emss-67706.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4880047/pdf/emss-67706.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4880047/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb4001118/versions/pmc_author_manuscript/pmc_manifest__636a60c1d4f2.json,636a60c1d4f2eef2661a8d55fb1ba08e029c703034745d50a7b881d78d381ee1,data/papers/2014/10.1021__sb4001118/pmc.json,data/papers/2014/10.1021__sb4001118/versions/pmc_author_manuscript/pmc_package_metadata__1104d947deae.json,1104d947deaec62641cbffe3f4ec6f1f1a655990f5b742e8d1ffc58151f6b23c,658,data/papers/2014/10.1021__sb4001118/pmc/PMC4880047.1.xml,data/papers/2014/10.1021__sb4001118/versions/pmc_author_manuscript/pmc_article_xml__81b8c6bd62d3.xml,81b8c6bd62d3bfe7f58c75e8846c328bff302a3a2e3eb0a98ca2acbb91a998ee,107144,2864377,cf6fcc7597436d8a93656a627350432ed509738c7d01b6f49fb7498b558fdd3d,24,article_pdf,doi,1.0,
doi:10.1021/sb400134k,10.1021/sb400134k,2014,Rule-Based Design of Synthetic Transcription Factors in Eukaryotes,already_present,PMC4097980,PMC4097980.1,data/papers/2014/10.1021__sb400134k/versions/pmc_author_manuscript/paper__d662d2a90c2f.pdf,2026-09-03T05:29:14+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4097980/pdf/nihms553569.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4097980/pdf/nihms553569.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4097980/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb400134k/versions/pmc_author_manuscript/pmc_manifest__ee6f17469c58.json,ee6f17469c581d1b0f26c0b207666039dbe99dac81e73e96f161f7ed4d35eae7,data/papers/2014/10.1021__sb400134k/pmc.json,data/papers/2014/10.1021__sb400134k/versions/pmc_author_manuscript/pmc_package_metadata__f43c170e7a5b.json,f43c170e7a5b46e71b9eaac6f447d7927e04233afdd0951817a87b3f3d7017ac,594,data/papers/2014/10.1021__sb400134k/pmc/PMC4097980.1.xml,data/papers/2014/10.1021__sb400134k/versions/pmc_author_manuscript/pmc_article_xml__824a79d24dbc.xml,824a79d24dbc7cc48885251bea36be3b90853a2013715498909220a8afec97a5,92746,289495,d662d2a90c2f13c8784d4e53b1851626b9211503d48bbc0edce70430f54622d3,15,article_pdf,doi,1.0,
doi:10.1021/sb400166j,10.1021/sb400166j,2014,Bi-HAC Vector System toward Gene and Cell Therapy,already_present,PMC4137782,PMC4137782.1,data/papers/2014/10.1021__sb400166j/versions/pmc_author_manuscript/paper__83877ebcf3d5.pdf,2026-09-03T04:36:55+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4137782/pdf/nihms555129.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4137782/pdf/nihms555129.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4137782/,data/papers/2014/10.1021__sb400166j/versions/pmc_author_manuscript/source_page__32d85f210c70.html,32d85f210c7019890f990c7716bc030e1dbe0a588edb3dafaf91f3357900ef65,172794,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb400166j/versions/pmc_author_manuscript/pmc_manifest__288c1f28af7f.json,288c1f28af7f760496e7b2c31935d70af06c7044209a038821270627f0985205,data/papers/2014/10.1021__sb400166j/pmc.json,data/papers/2014/10.1021__sb400166j/versions/pmc_author_manuscript/pmc_package_metadata__833957b1af3b.json,833957b1af3bbeeb9a2ce6a95e4f49894b14e9494d8b280d83b94fb5c4c8bbdf,580,,,,,823252,83877ebcf3d5e55d2a46c5b1c93e33c55013c652682f163fed2d8de7ba5bfe4e,15,article_pdf,doi,0.97561,
doi:10.1021/sb400174s,10.1021/sb400174s,2014,Engineering Escherichia coli for Light-Activated Cytolysis of Mammalian Cells,already_present,PMC5264543,PMC5264543.1,data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/paper__364bf1fbb2fc.pdf,2026-09-03T05:29:22+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC5264543/pdf/nihms844127.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5264543/pdf/nihms844127.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5264543/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/pmc_manifest__94078b9bcc35.json,94078b9bcc354574c96d59df6b088b815b0bd3966d2f76c9cb88ca3ba8e751d3,data/papers/2014/10.1021__sb400174s/pmc.json,data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/pmc_package_metadata__38207c3de6bc.json,38207c3de6bc3fdf208de2818210b5d9e7a01a9e5746ca16f9e0c7b128b517d7,605,data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.xml,data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/pmc_article_xml__24a66f55dd87.xml,24a66f55dd8720dff49d5061c9916460d50076527e6b186c0153c3150eeddf02,33565,863944,364bf1fbb2fc63b11baffd3d792d8bff744aae62da747a083deb3ae45d3ee12f,8,article_pdf,doi,1.0,
doi:10.1021/sb500358y,10.1021/sb500358y,2014,Synthetic Biology of Multicellular Systems: New Platforms and Applications for Animal Cells and Organisms,already_present,PMC4476972,PMC4476972.1,data/papers/2014/10.1021__sb500358y/versions/pmc_author_manuscript/paper__f14798218945.pdf,2026-09-03T05:29:16+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4476972/pdf/nihms699891.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4476972/pdf/nihms699891.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4476972/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2014/10.1021__sb500358y/versions/pmc_author_manuscript/pmc_manifest__46dfe50b3101.json,46dfe50b3101d037b4aea39c908af1876acd191ef9b62ed710ba82c5611eee63,data/papers/2014/10.1021__sb500358y/pmc.json,data/papers/2014/10.1021__sb500358y/versions/pmc_author_manuscript/pmc_package_metadata__daf38e3f4aad.json,daf38e3f4aad60e0bdcfd9e8828fbe1ac5d143b5bac62fae63e52901b81b6330,633,data/papers/2014/10.1021__sb500358y/pmc/PMC4476972.1.xml,data/papers/2014/10.1021__sb500358y/versions/pmc_author_manuscript/pmc_article_xml__69ee41a39d9f.xml,69ee41a39d9fa4e77950e86dbe6a6db45f2d613f48a59feb4f263a428f4d71a3,18152,42604,f147982189455a64a520d18e6e8c106e0bff9c83761146a0a035d33d5e0d0e41,4,article_pdf,title,1.0,
doi:10.1021/acssynbio.5b00040,10.1021/acssynbio.5b00040,2015,Rationally Designed MicroRNA-Based Genetic Classifiers Target Specific Neurons in the Brain,already_present,PMC4547530,PMC4547530.1,data/papers/2015/10.1021__acssynbio.5b00040/versions/pmc_author_manuscript/paper__b10fbb6e0ab9.pdf,2026-09-03T04:37:05+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4547530/pdf/nihms-716120.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4547530/pdf/nihms-716120.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4547530/,data/papers/2015/10.1021__acssynbio.5b00040/versions/pmc_author_manuscript/source_page__6ee06eb9112c.html,6ee06eb9112ce76a9533e155ac0b9138b0c7418819b0681e046a34bdfe2e2f25,180625,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00040/versions/pmc_author_manuscript/pmc_manifest__f92473f29a1a.json,f92473f29a1a365562355d8aa6c76475847ca2a89a66c9cbe1bf52520e0833b6,data/papers/2015/10.1021__acssynbio.5b00040/pmc.json,data/papers/2015/10.1021__acssynbio.5b00040/versions/pmc_author_manuscript/pmc_package_metadata__681fe890e36c.json,681fe890e36c88c9cc0a68fd9e3b970957febbec125d76a2688ab1bbb1b5dcf2,627,,,,,992134,b10fbb6e0ab990533484fe20d2860d85ba0478713ceb7b88acc9c0e46642ccdb,16,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00041,10.1021/acssynbio.5b00041,2015,Tunable Riboregulator Switches for Post-transcriptional Control of Gene Expression,already_present,PMC6849397,PMC6849397.1,data/papers/2015/10.1021__acssynbio.5b00041/versions/pmc_author_manuscript/paper__dd6383f7528e.pdf,2026-09-03T05:45:01+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC6849397/pdf/nihms-1046090.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6849397/pdf/nihms-1046090.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6849397/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00041/versions/pmc_author_manuscript/pmc_manifest__ed72135a04ab.json,ed72135a04ab9f2cc80440f635fb1881fa39331d3e026a61d0b44e68a928e3b6,data/papers/2015/10.1021__acssynbio.5b00041/pmc.json,data/papers/2015/10.1021__acssynbio.5b00041/versions/pmc_author_manuscript/pmc_package_metadata__57f00e1be6ca.json,57f00e1be6cacb9bd8efe0b02a7a5cb8d135122480dc1317346488fffe240358,619,data/papers/2015/10.1021__acssynbio.5b00041/pmc/PMC6849397.1.xml,data/papers/2015/10.1021__acssynbio.5b00041/versions/pmc_author_manuscript/pmc_article_xml__72daff1ff7f1.xml,72daff1ff7f1ae7d5221640cd6e1413f26e789f3f86da3c76c61575c309fd3ac,83801,1795693,dd6383f7528e741701d51076bfccfb0d308ef2322e425aabebb9de933fc31e4b,23,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00048,10.1021/acssynbio.5b00048,2015,"The Dual Characteristics of Light-Induced Cryptochrome 2, Homo-oligomerization and Heterodimerization, for Optogenetic Manipulation in Mammalian Cells",already_present,PMC5061508,PMC5061508.1,data/papers/2015/10.1021__acssynbio.5b00048/versions/pmc_author_manuscript/paper__87900b9977f8.pdf,2026-09-03T05:44:56+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC5061508/pdf/nihms820359.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5061508/pdf/nihms820359.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5061508/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00048/versions/pmc_author_manuscript/pmc_manifest__adba28fef2b6.json,adba28fef2b621f33bd0ca3754fd55bfe32385a1eeb0cb7d363ebe5d1312927b,data/papers/2015/10.1021__acssynbio.5b00048/pmc.json,data/papers/2015/10.1021__acssynbio.5b00048/versions/pmc_author_manuscript/pmc_package_metadata__3f11239cafca.json,3f11239cafcafcc19ad3efeb8002b81eeecb999aa95275f504b1b0c184616fd4,686,data/papers/2015/10.1021__acssynbio.5b00048/pmc/PMC5061508.1.xml,data/papers/2015/10.1021__acssynbio.5b00048/versions/pmc_author_manuscript/pmc_article_xml__867a7205a69c.xml,867a7205a69c1bfde198235e41f036464e5ba7156ec20bee27503fa43b4cc047,90569,3590949,87900b9977f8bb6ad70a86c59c6a25697e02e2e2afd092d1480cc20536417bcb,26,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00053,10.1021/acssynbio.5b00053,2015,"Probing Yeast Polarity with Acute, Reversible, Optogenetic Inhibition of Protein Function",already_present,PMC4609243,PMC4609243.1,data/papers/2015/10.1021__acssynbio.5b00053/versions/pmc_author_manuscript/paper__8a8bccea5c3f.pdf,2026-09-03T05:44:53+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4609243/pdf/nihms697201.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4609243/pdf/nihms697201.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4609243/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00053/versions/pmc_author_manuscript/pmc_manifest__d564f2399748.json,d564f23997481e8c2b61a766d5718a7a392c5dd3b19c81fc7ae5b41fa7bcb8b5,data/papers/2015/10.1021__acssynbio.5b00053/pmc.json,data/papers/2015/10.1021__acssynbio.5b00053/versions/pmc_author_manuscript/pmc_package_metadata__8f299cd9b0dd.json,8f299cd9b0ddd85d34e524d8c85a12b64aa9c87c0d9bd82aedd11a78c99505a1,625,data/papers/2015/10.1021__acssynbio.5b00053/pmc/PMC4609243.1.xml,data/papers/2015/10.1021__acssynbio.5b00053/versions/pmc_author_manuscript/pmc_article_xml__3e1c002f1190.xml,3e1c002f1190acbd4a7f9a6f7482c75fddaca131a0278bea83b41cd568cc29fb,91172,1234581,8a8bccea5c3f7fa8f491a704417029b6fa6000c9528c89c404632a339b34c9eb,18,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00060,10.1021/acssynbio.5b00060,2015,A Barcoding Strategy Enabling Higher-Throughput Library Screening by Microscopy,already_present,PMC4654675,PMC4654675.1,data/papers/2015/10.1021__acssynbio.5b00060/versions/pmc_author_manuscript/paper__7cc6c7483d1b.pdf,2026-09-03T05:44:59+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4654675/pdf/nihms729934.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4654675/pdf/nihms729934.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4654675/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00060/versions/pmc_author_manuscript/pmc_manifest__3c4f865744e8.json,3c4f865744e8fa41071a610f47321069106c6370cc9448067885186e227e5577,data/papers/2015/10.1021__acssynbio.5b00060/pmc.json,data/papers/2015/10.1021__acssynbio.5b00060/versions/pmc_author_manuscript/pmc_package_metadata__768c3b69a73b.json,768c3b69a73bdeca732ab1e4c0a0ad3d8e62d1efd955ea0ce42d72fa35074acc,615,data/papers/2015/10.1021__acssynbio.5b00060/pmc/PMC4654675.1.xml,data/papers/2015/10.1021__acssynbio.5b00060/versions/pmc_author_manuscript/pmc_article_xml__51c7e2fd0ee7.xml,51c7e2fd0ee713a1c3492e5a31ccbb0c41f1a7c369ecef10d7c6e2eaecf0c0de,111384,870679,7cc6c7483d1b85549e8621ce29c9e580fa0834f4451a9e6c2e3e5ebc6f35f4ce,22,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00068,10.1021/acssynbio.5b00068,2015,Predicting the Genetic Stability of Engineered DNA Sequences with the EFM Calculator,already_present,PMC6884357,PMC6884357.1,data/papers/2015/10.1021__acssynbio.5b00068/versions/pmc_author_manuscript/paper__4215902ea40f.pdf,2026-09-03T04:37:09+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC6884357/pdf/nihms-1058331.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6884357/pdf/nihms-1058331.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6884357/,data/papers/2015/10.1021__acssynbio.5b00068/versions/pmc_author_manuscript/source_page__2091396125de.html,2091396125debaf7d616817059ea58f043a998e4d4b5d9a2fe1154fd8b389a06,143035,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__acssynbio.5b00068/versions/pmc_author_manuscript/pmc_manifest__d74dcd0f22e1.json,d74dcd0f22e133d821e3be0c6e2d9c1f2a7877e68fd796fbbee5fcfd99aba78f,data/papers/2015/10.1021__acssynbio.5b00068/pmc.json,data/papers/2015/10.1021__acssynbio.5b00068/versions/pmc_author_manuscript/pmc_package_metadata__da5c359f9a5d.json,da5c359f9a5d6bff5b6d0f9165e595077c3791a2e87d917c3edfcc774a4feb8d,621,,,,,370043,4215902ea40f8e5e8c35da01565e206a3533c15a2fe1cb4c42a359c91ca881c4,9,article_pdf,doi,1.0,
doi:10.1021/sb500363y,10.1021/sb500363y,2015,A tetO Toolkit To Alter Expression of Genes in Saccharomyces cerevisiae,already_present,PMC4506738,PMC4506738.1,data/papers/2015/10.1021__sb500363y/versions/pmc_author_manuscript/paper__73cb1e452570.pdf,2026-09-03T04:37:06+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4506738/pdf/nihms675943.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4506738/pdf/nihms675943.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4506738/,data/papers/2015/10.1021__sb500363y/versions/pmc_author_manuscript/source_page__3f61950b54aa.html,3f61950b54aa01c095be328f31f060cb64fb8b01733e3822f754a19a52797ca7,199954,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2015/10.1021__sb500363y/versions/pmc_author_manuscript/pmc_manifest__ddfce5b46d95.json,ddfce5b46d9532608c53ac8672f3c94bd2eaa9e1f055f8d9ed61ec45caaaecca,data/papers/2015/10.1021__sb500363y/pmc.json,data/papers/2015/10.1021__sb500363y/versions/pmc_author_manuscript/pmc_package_metadata__aafa2f8df72b.json,aafa2f8df72b955cad651e6eba67a9aef497f5ea7b374bed0f615bf707f537a8,599,,,,,3382647,73cb1e4525701687902a673a90afb75e38961a6e492f3f5f55c23af84aaf7dc7,23,article_pdf,title,1.0,
doi:10.1021/acssynbio.5b00094,10.1021/acssynbio.5b00094,2016,A Microfluidic Platform for Long-Term Monitoring of Algae in a Dynamic Environment,already_present,PMC5249263,PMC5249263.1,data/papers/2016/10.1021__acssynbio.5b00094/versions/pmc_author_manuscript/paper__1c449cf26700.pdf,2026-09-03T05:45:04+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC5249263/pdf/nihms841954.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5249263/pdf/nihms841954.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5249263/,,,,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2016/10.1021__acssynbio.5b00094/versions/pmc_author_manuscript/pmc_manifest__83f45192e5d8.json,83f45192e5d8d2c45979080a989d44bc27ee7b3d47ed4b0cb2306ec0aa10f434,data/papers/2016/10.1021__acssynbio.5b00094/pmc.json,data/papers/2016/10.1021__acssynbio.5b00094/versions/pmc_author_manuscript/pmc_package_metadata__4b9cba6fb94f.json,4b9cba6fb94f31aacea66bdc403b6a6b19c601d6a740640b5116fbb79c0b60e7,618,data/papers/2016/10.1021__acssynbio.5b00094/pmc/PMC5249263.1.xml,data/papers/2016/10.1021__acssynbio.5b00094/versions/pmc_author_manuscript/pmc_article_xml__5a4086e361f2.xml,5a4086e361f2b0c74a340ad57a604b079f3711e3e7052bdf19350ad3571cb8b3,55669,2136674,1c449cf2670047e4f6b6c7062c9ee9406ec7e2ace8773fe908d75967b1a232ee,13,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00119,10.1021/acssynbio.5b00119,2016,Correlating in Vitro and in Vivo Activities of Light-Inducible Dimers: A Cellular Optogenetics Guide,already_present,PMC4766841,PMC4766841.1,data/papers/2016/10.1021__acssynbio.5b00119/versions/pmc_author_manuscript/paper__f22fae3b9055.pdf,2026-09-03T04:37:14+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC4766841/pdf/nihms757249.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4766841/pdf/nihms757249.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC4766841/,data/papers/2016/10.1021__acssynbio.5b00119/versions/pmc_author_manuscript/source_page__df23609bb0b5.html,df23609bb0b556bd69cb99917014833baa553ccf6b47972b07307e5de2c2975d,215287,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2016/10.1021__acssynbio.5b00119/versions/pmc_author_manuscript/pmc_manifest__e93559494b7d.json,e93559494b7d4a29227cb55830a8b558890890e8ba35c99c7a17b54eb9f28ee8,data/papers/2016/10.1021__acssynbio.5b00119/pmc.json,data/papers/2016/10.1021__acssynbio.5b00119/versions/pmc_author_manuscript/pmc_package_metadata__d4a13d8b07ee.json,d4a13d8b07eeb5d80d5c37ee7469589b4ffc08066896de8a4f17837035c854af,636,,,,,1144472,f22fae3b905588af472b556c0666f5c35dd70251bd8189a5141bccf169532923,28,article_pdf,doi,1.0,
doi:10.1021/acssynbio.5b00147,10.1021/acssynbio.5b00147,2016,Orthogonal Modular Gene Repression in Escherichia coli Using Engineered CRISPR/Cas9,already_present,PMC5462464,PMC5462464.1,data/papers/2016/10.1021__acssynbio.5b00147/versions/pmc_author_manuscript/paper__d4c9d436751f.pdf,2026-09-03T04:37:16+00:00,https://pmc.ncbi.nlm.nih.gov/articles/PMC5462464/pdf/nihms863429.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5462464/pdf/nihms863429.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC5462464/,data/papers/2016/10.1021__acssynbio.5b00147/versions/pmc_author_manuscript/source_page__4a2f7ae0e82d.html,4a2f7ae0e82ddcd6ee92f9dc7a80d5612880b7a7c71c373a6e0626e78cbb81ef,179057,NIH NLM PubMed Central public article page,author_manuscript,,upstream_metadata,pmc_acquisition_manifest,not_established,False,browser_supplied_unverified,The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.,,public PMC browser session with same-origin cookies,data/papers/2016/10.1021__acssynbio.5b00147/versions/pmc_author_manuscript/pmc_manifest__97c6dcfedb2d.json,97c6dcfedb2d66fbbf6d51d943113781858de60af36c95bbe658dc679057f9d5,data/papers/2016/10.1021__acssynbio.5b00147/pmc.json,data/papers/2016/10.1021__acssynbio.5b00147/versions/pmc_author_manuscript/pmc_package_metadata__fb39d2c5b7ef.json,fb39d2c5b7ef15c865726e178d0ad38e7c364e5e15ab80eee6600f66230d11fe,609,,,,,886409,d4c9d436751f17c74311ce4ceb64d94754abaa3ef214667b5d26534dd84ee499,15,article_pdf,doi,0.926471,
