record_id,doi,year,title,has_local_article_pdf,has_local_article_text,has_local_source,has_verified_local_article_pdf,has_verified_local_article_text,has_verified_local_source,has_local_version_of_record_pdf,article_pdf_count,verified_article_pdf_count,verified_article_text_count,version_of_record_pdf_count,preferred_pdf_path,preferred_pdf_is_version_of_record,article_pdf_paths_json,verified_article_pdf_paths_json,version_of_record_pdf_paths_json,article_text_paths_json,verified_article_text_paths_json,article_artifacts_json,verified_article_artifact_count,invalid_artifact_count,unverified_artifact_count,artifact_issues_json,source_versions_json,pmcid,pmc_status,pmc_media_count,pmc_image_count,pmc_media_paths_json,figures_total,figures_sbol_visual_compatible,figures_sbol_visual_compliant,figures_best_practices,has_compatible_figures,all_compatible_figures_compliant
doi:10.1021/sb4001883,10.1021/sb4001883,2014,Engineering Bacteria to Form a Biofilm and Induce Clumping in Caenorhabditis elegans,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb4001883/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb4001883/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb4001883/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb4001883/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb4001883/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""677cf93b5be0358d0ba1e8a9847a44a49b26fbd9298bfb5467793bd6416aff15"", ""hash_algorithm"": ""sha256"", ""md5"": ""d313e6e968ce9ea24354838ead03e682"", ""bytes"": 7464367, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb4001883"", ""provenance_path"": ""data/papers/2014/10.1021__sb4001883/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],1,0,0,0,False,False
doi:10.1021/sb400174s,10.1021/sb400174s,2014,Engineering Escherichia coli for Light-Activated Cytolysis of Mammalian Cells,True,True,True,True,True,True,True,2,1,2,1,data/papers/2014/10.1021__sb400174s/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb400174s/publisher/paper.pdf"", ""data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/paper__364bf1fbb2fc.pdf""]","[""data/papers/2014/10.1021__sb400174s/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb400174s/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.txt"", ""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.xml""]","[""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.txt"", ""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.xml""]","[{""path"": ""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.txt"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""d66b46ec8a0f43912104eb6ed965b2081c53d9970c9db9b1b9ba0d3b6fc8aed4"", ""hash_algorithm"": ""sha256"", ""md5"": ""e038585277d2fc5b91eb4d8f9125b3ef"", ""bytes"": 15992, ""kind"": ""article_text"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC5264543.1/PMC5264543.1.txt?md5=e038585277d2fc5b91eb4d8f9125b3ef"", ""provenance_path"": ""data/papers/2014/10.1021__sb400174s/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb400174s/pmc/PMC5264543.1.xml"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""author_manuscript"", ""hash"": ""24a66f55dd8720dff49d5061c9916460d50076527e6b186c0153c3150eeddf02"", ""hash_algorithm"": ""sha256"", ""md5"": ""b9a86c9b960d8292d7907541741db490"", ""bytes"": 33565, ""kind"": ""article_xml"", ""is_version_of_record"": false, ""source_url"": ""s3://pmc-oa-opendata/PMC5264543.1/PMC5264543.1.xml?md5=b9a86c9b960d8292d7907541741db490"", ""provenance_path"": ""data/papers/2014/10.1021__sb400174s/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb400174s/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""772f95a3b3eeaf76a13cb3c3bb1a197b196ab76b7cc2722c5d68d696b8254016"", ""hash_algorithm"": ""sha256"", ""md5"": ""52a91e8118741761ecb143542b9fc0ad"", ""bytes"": 5870954, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb400174s"", ""provenance_path"": ""data/papers/2014/10.1021__sb400174s/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/paper__364bf1fbb2fc.pdf"", ""source"": ""NIH NLM PubMed Central public article page"", ""version"": ""author_manuscript"", ""hash"": ""364bf1fbb2fc63b11baffd3d792d8bff744aae62da747a083deb3ae45d3ee12f"", ""hash_algorithm"": ""sha256"", ""md5"": ""75ec6c9edcde9c7a0857db762ed32561"", ""bytes"": 863944, ""kind"": ""article_pdf"", ""is_version_of_record"": false, ""source_url"": ""https://pmc.ncbi.nlm.nih.gov/articles/PMC5264543/pdf/nihms844127.pdf"", ""provenance_path"": ""data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/metadata__364bf1fbb2fc.json"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""local_file_present"": true}]",3,0,1,"[{""path"": ""data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/paper__364bf1fbb2fc.pdf"", ""kind"": ""article_pdf"", ""verification_status"": ""unverified"", ""verification_errors"": [""The loopback bridge verifies the PDF's DOI/title identity but cannot independently prove that browser-supplied bytes came from the recorded source URL.""], ""provenance_path"": ""data/papers/2014/10.1021__sb400174s/versions/pmc_author_manuscript/metadata__364bf1fbb2fc.json""}]","[""author_manuscript"", ""publishedVersion""]",PMC5264543,author_manuscript_text_already_present,0,0,[],2,1,0,0,True,False
doi:10.1021/sb500031h,10.1021/sb500031h,2014,Natural LacI from E. coli Yields Faster Response and Higher Level of Expression than the LVA-Tagged LacI,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500031h/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500031h/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500031h/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500031h/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500031h/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""0c61263588f0fc87e808ab689d22a5f5567e700f3ffa9b94bd9fedd778916b7d"", ""hash_algorithm"": ""sha256"", ""md5"": ""626f9efa012d92fa1d6ddf2f52fa69f2"", ""bytes"": 521877, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500031h"", ""provenance_path"": ""data/papers/2014/10.1021__sb500031h/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],4,1,1,1,True,True
doi:10.1021/sb500045w,10.1021/sb500045w,2014,A Multiplexed Transcription Activator-like Effector System for Detecting Specific DNA Sequences,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500045w/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500045w/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500045w/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500045w/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500045w/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""62b887e13ce90f3d9a29aa79bdd76fe0990b3bfc77fb801769e756aa456b1c04"", ""hash_algorithm"": ""sha256"", ""md5"": ""053b5aa9fc141aa0320a9b761f85f7d5"", ""bytes"": 732529, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500045w"", ""provenance_path"": ""data/papers/2014/10.1021__sb500045w/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],2,0,0,0,False,False
doi:10.1021/sb500047r,10.1021/sb500047r,2014,One Primer To Rule Them All: Universal Primer That Adds BBa_B0034 Ribosomal Binding Site to Any Coding Standard 10 BioBrick,True,True,True,True,True,True,True,2,2,2,2,data/papers/2014/10.1021__sb500047r/paper.pdf,True,"[""data/papers/2014/10.1021__sb500047r/paper.pdf"", ""data/papers/2014/10.1021__sb500047r/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500047r/paper.pdf"", ""data/papers/2014/10.1021__sb500047r/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500047r/paper.pdf"", ""data/papers/2014/10.1021__sb500047r/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.txt"", ""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.xml""]","[""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.txt"", ""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.xml""]","[{""path"": ""data/papers/2014/10.1021__sb500047r/paper.pdf"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""526186355dda0ea0959aae21b9e6b03ecec0dafdb933e9e7c3559721a225bb98"", ""hash_algorithm"": ""sha256"", ""md5"": ""739c7d62b0efc6fa357f255aebdf7b22"", ""bytes"": 1223895, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC4277749.1/PMC4277749.1.pdf?md5=739c7d62b0efc6fa357f255aebdf7b22"", ""provenance_path"": ""data/papers/2014/10.1021__sb500047r/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.txt"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""f37c574c49283ebe4982cbe31863c22078c9b27e93366915ae99253ab4f099e7"", ""hash_algorithm"": ""sha256"", ""md5"": ""4843b06ee309e0117093b77d3064ec54"", ""bytes"": 16016, ""kind"": ""article_text"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC4277749.1/PMC4277749.1.txt?md5=4843b06ee309e0117093b77d3064ec54"", ""provenance_path"": ""data/papers/2014/10.1021__sb500047r/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb500047r/pmc/PMC4277749.1.xml"", ""source"": ""NIH NLM PubMed Central Article Datasets"", ""version"": ""published_version"", ""hash"": ""7983fb15164f891f1452bb38d90fa9d672f56872c9d5d717d4bc0500b29b52e7"", ""hash_algorithm"": ""sha256"", ""md5"": ""3d6e6213c73c9326a79619c92e63e621"", ""bytes"": 38831, ""kind"": ""article_xml"", ""is_version_of_record"": true, ""source_url"": ""s3://pmc-oa-opendata/PMC4277749.1/PMC4277749.1.xml?md5=3d6e6213c73c9326a79619c92e63e621"", ""provenance_path"": ""data/papers/2014/10.1021__sb500047r/pmc.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}, {""path"": ""data/papers/2014/10.1021__sb500047r/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""1bb07b39000af256e2910220128a11ace32a12e4fae709bc87e134b9815fd28a"", ""hash_algorithm"": ""sha256"", ""md5"": ""5d233e1024e745cb20eb3ed0b965b720"", ""bytes"": 1264268, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500047r"", ""provenance_path"": ""data/papers/2014/10.1021__sb500047r/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",4,0,0,[],"[""publishedVersion"", ""published_version""]",PMC4277749,already_present,3,3,"[""data/papers/2014/10.1021__sb500047r/media/sb-2014-00047r_0001.jpg"", ""data/papers/2014/10.1021__sb500047r/media/sb-2014-00047r_0002.jpg"", ""data/papers/2014/10.1021__sb500047r/media/sb-2014-00047r_0003.jpg""]",2,2,0,0,True,False
doi:10.1021/sb5000143,10.1021/sb5000143,2014,Standardization of Functional Reporter and Antibiotic Resistance Cassettes to Facilitate the Genetic Engineering of Filamentous Fungi,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb5000143/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb5000143/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000143/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000143/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb5000143/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""560ed9ae62f7a5cd085f3ebbbce0350e738a84db06237d68f484a5a0796b74e9"", ""hash_algorithm"": ""sha256"", ""md5"": ""168d0df9bbd7201e03ddaf0ecb83fd7e"", ""bytes"": 2649646, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb5000143"", ""provenance_path"": ""data/papers/2014/10.1021__sb5000143/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],3,1,1,1,True,True
doi:10.1021/sb500018f,10.1021/sb500018f,2014,Detection of Thrombin with an Aptamer-Based Macromolecule Biosensor Using Bacterial Ghost System,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500018f/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500018f/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500018f/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500018f/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500018f/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""f8b791c4bd7da65aa82d7624660e5e2888ad137dead22bb64bcab7dca26b6fcf"", ""hash_algorithm"": ""sha256"", ""md5"": ""618a76a6cf317fab39388da6e48260db"", ""bytes"": 610361, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500018f"", ""provenance_path"": ""data/papers/2014/10.1021__sb500018f/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],1,0,0,0,False,False
doi:10.1021/sb500053j,10.1021/sb500053j,2014,Owl: Electronic Datasheet Generator,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500053j/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500053j/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500053j/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500053j/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500053j/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""24460f38bef296fa5e8560bda9f3e9b41261bed561e806ff1dc094eab128f5eb"", ""hash_algorithm"": ""sha256"", ""md5"": ""a12dce1b9af1dd9875ec64fa16be3cec"", ""bytes"": 1435475, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500053j"", ""provenance_path"": ""data/papers/2014/10.1021__sb500053j/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],1,0,0,0,False,False
doi:10.1021/sb500042m,10.1021/sb500042m,2014,Engineered Calcium-Precipitable Restriction Enzyme,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500042m/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500042m/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500042m/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500042m/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500042m/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""6edd744f9b1697ced639a5771704fab6df4c2d4e5cc554f2f22031cc296d3c78"", ""hash_algorithm"": ""sha256"", ""md5"": ""f2e211fe23e49a16dc2f4c54edaa85ee"", ""bytes"": 1820073, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500042m"", ""provenance_path"": ""data/papers/2014/10.1021__sb500042m/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],2,1,0,0,True,False
doi:10.1021/sb5000466,10.1021/sb5000466,2014,Solving a Four-Destination Traveling Salesman Problem Using Escherichia coli Cells As Biocomputers,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb5000466/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb5000466/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000466/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000466/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb5000466/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""422debc52665a65a5fef5f435a6706cc9f788eed7158bc8a58bb5a8c33dca8cc"", ""hash_algorithm"": ""sha256"", ""md5"": ""3114ea9f4513682ece6e49a0c7ee2074"", ""bytes"": 3970135, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb5000466"", ""provenance_path"": ""data/papers/2014/10.1021__sb5000466/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],4,2,2,0,True,True
doi:10.1021/sb500020g,10.1021/sb500020g,2014,Fusion of Pyruvate Decarboxylase and Alcohol Dehydrogenase Increases Ethanol Production in Escherichia coli,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500020g/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500020g/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500020g/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500020g/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500020g/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""cf0cdc4c1d0749b9d75e91a7a4711d2c30274d01c8050eca35f2d5d2d744171e"", ""hash_algorithm"": ""sha256"", ""md5"": ""6d3e683d7ed95342e6a3106eaa46423a"", ""bytes"": 1658364, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500020g"", ""provenance_path"": ""data/papers/2014/10.1021__sb500020g/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],2,0,0,0,False,False
doi:10.1021/sb500059x,10.1021/sb500059x,2014,Quantitatively Relating Gene Expression to Light Intensity via the Serial Connection of Blue Light Sensor and CRISPRi,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500059x/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500059x/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500059x/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500059x/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500059x/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""1f3c58e0535ee794e64f27daf9cfd1338b6668426b17aa84478b436e0add2e23"", ""hash_algorithm"": ""sha256"", ""md5"": ""04ae3d7bea4eb5754696e01176af685f"", ""bytes"": 1821078, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500059x"", ""provenance_path"": ""data/papers/2014/10.1021__sb500059x/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],3,1,0,0,True,False
doi:10.1021/sb500058e,10.1021/sb500058e,2014,Designing Safety Policies to Meet Evolving Needs: iGEM as a Testbed for Proactive and Adaptive Risk Management,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500058e/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500058e/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500058e/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500058e/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500058e/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""8b029a62e23fcb14450b4bc3e3df6c5a5f7ca1f49bc658693ea46fd9ae042917"", ""hash_algorithm"": ""sha256"", ""md5"": ""385fcc8142c1a1551db61384602f7388"", ""bytes"": 588515, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500058e"", ""provenance_path"": ""data/papers/2014/10.1021__sb500058e/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],1,0,0,0,False,False
doi:10.1021/sb500035y,10.1021/sb500035y,2014,Modularized CRISPR/dCas9 Effector Toolkit for Target-Specific Gene Regulation,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500035y/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500035y/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500035y/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500035y/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500035y/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""353b8f70d365866a56a1205b388fe8801e53ba1c11e0d61b189e0fe6688da187"", ""hash_algorithm"": ""sha256"", ""md5"": ""6d4bc403819b5edc7881aeadef0a897c"", ""bytes"": 728566, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500035y"", ""provenance_path"": ""data/papers/2014/10.1021__sb500035y/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],3,2,0,0,True,False
doi:10.1021/sb5000302,10.1021/sb5000302,2014,Design and Characterization of a Modular Membrane Protein Anchor to Functionalize the Moss Physcomitrella patens with Extracellular Catalytic and/or Binding Activities,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb5000302/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb5000302/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000302/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb5000302/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb5000302/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""9bf6827a7f4c55291f4f45756df97c77ed389119da064f01ab14bf171de12c97"", ""hash_algorithm"": ""sha256"", ""md5"": ""c3a1b314a32a70c85f2cba566aba60eb"", ""bytes"": 4246570, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb5000302"", ""provenance_path"": ""data/papers/2014/10.1021__sb5000302/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],2,0,0,0,False,False
doi:10.1021/sb500304m,10.1021/sb500304m,2014,Toolkit for Visualization of the Cellular Structure and Organelles in Aspergillus niger,True,False,True,True,False,True,True,1,1,0,1,data/papers/2014/10.1021__sb500304m/publisher/paper.pdf,True,"[""data/papers/2014/10.1021__sb500304m/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500304m/publisher/paper.pdf""]","[""data/papers/2014/10.1021__sb500304m/publisher/paper.pdf""]",[],[],"[{""path"": ""data/papers/2014/10.1021__sb500304m/publisher/paper.pdf"", ""source"": ""ACS Publications via CU Boulder EZproxy"", ""version"": ""publishedVersion"", ""hash"": ""3f6df8db14b4e0f6db7ce4af8a47d7dfe4ca5b5ffcc6708a892677b02ab57b4b"", ""hash_algorithm"": ""sha256"", ""md5"": ""6e12e14f5cf26c0f35060195a8818df8"", ""bytes"": 1663991, ""kind"": ""article_pdf"", ""is_version_of_record"": true, ""source_url"": ""https://pubs-acs-org.colorado.idm.oclc.org/doi/pdf/10.1021/sb500304m"", ""provenance_path"": ""data/papers/2014/10.1021__sb500304m/publisher.json"", ""verification_status"": ""verified"", ""verification_errors"": [], ""local_file_present"": true}]",1,0,0,[],"[""publishedVersion""]",,,0,0,[],2,0,0,0,False,False
