record_id,doi,year,title,status,pmcid,versioned_pmcid,pmc_version,pmid,is_pmc_openaccess,is_manuscript,is_retracted,source_version,license_code,package_metadata_url,package_metadata_sha256,pdf_available,xml_available,text_available,media_available_count,image_media_available_count,artifact_downloaded_count,artifact_already_present_count,artifact_failed_count,pdf_local_path,xml_local_path,text_local_path,media_local_paths_json,artifact_checksums_json,xml_url,text_url,limitation,errors_json,manifest_path,retrieved_at
doi:10.1021/sb200001q,10.1021/sb200001q,2012,Engineering Artificial Small RNAs for Conditional Gene Silencing in Escherichia coli,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200002m,10.1021/sb200002m,2012,A Comparison of Two Strategies for Affinity Maturation of a BH3 Peptide toward Pro-Survival Bcl-2 Proteins,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200003v,10.1021/sb200003v,2012,Assembly of MreB Filaments on Liposome Membranes: A Synthetic Biology Approach,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200005w,10.1021/sb200005w,2012,Feedback Control of Protein Expression in Mammalian Cells by Tunable Synthetic Translational Inhibition,already_present,PMC4165468,PMC4165468.1,1,23651072,True,False,False,published_version,,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC4165468.1.json,e1859fcb2cfff5bec4a61e0a0c1b7ca80af1ce9d82416d0c7ee81163b7c35ac0,True,True,True,8,7,0,11,0,data/papers/2012/10.1021__sb200005w/paper.pdf,data/papers/2012/10.1021__sb200005w/pmc/PMC4165468.1.xml,data/papers/2012/10.1021__sb200005w/pmc/PMC4165468.1.txt,"[""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0001.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0002.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0003.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0004.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m001.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m002.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m003.jpg"", ""data/papers/2012/10.1021__sb200005w/media/sb200005w_si_001.pdf""]","[{""local_path"": ""data/papers/2012/10.1021__sb200005w/paper.pdf"", ""md5"": ""8b9ca1e48f8069932e7ebd1dd7951524"", ""sha256"": ""453cdda1256bfc852345043f11303255977365cfc19efc2c908400d695aac1a1""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/pmc/PMC4165468.1.xml"", ""md5"": ""e8350cf21b5ae1ecbd25c6c219b01197"", ""sha256"": ""a67a441512380a53a07e98d0d9a949f3ea6a515664a89c384cf91555d4704082""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/pmc/PMC4165468.1.txt"", ""md5"": ""8a568de8eca57c4a3192d2b5fe70494a"", ""sha256"": ""12643bd7e90fee72b2a9bc1d4c756cd867a7a670c8572fc6eb98b04e66fff012""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0001.jpg"", ""md5"": ""92972a6f512754d950827ef5734def7e"", ""sha256"": ""bba241d427b8ae45b2466571fef4e994b15af79b2c13227cd7d76305312d2c7c""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0002.jpg"", ""md5"": ""155fea6fb679f25b0672948459fecbbd"", ""sha256"": ""e1e84df342892591b1183abf4653cc1e9163f5f877e99ce73bcb3069ba56af8b""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0003.jpg"", ""md5"": ""246a3c6e9519de65dccbb74c63b75c7e"", ""sha256"": ""42b4885caf9c329584c4ee6b3140c8a559db8ddfd5459b6c38c7d71dca887cd4""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_0004.jpg"", ""md5"": ""6464a3926b67b028c702327f5ac77f02"", ""sha256"": ""108147eded46ed3f1abd51c1c46d24312c7440c5ea2de302378385807787681f""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m001.jpg"", ""md5"": ""9592e08ef0d2daab6e9d5ece2dd2218c"", ""sha256"": ""eb3081da132b73b3e7f3d8fdcf018707362c88e86ed9b3fdc31b751d2d16261e""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m002.jpg"", ""md5"": ""f5ab549df0f6193a26461f92c712c87e"", ""sha256"": ""f2fb624a6130b290a8a17032bde16f1f9355b7f3882fc6618bff5b7b641ec01e""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb-2011-00005w_m003.jpg"", ""md5"": ""2f857c5feb68f6e5783df293592929f0"", ""sha256"": ""ca8e78df455ebf4a5884e7a453bef0be0d781337322ecc05279525daf6ce4540""}, {""local_path"": ""data/papers/2012/10.1021__sb200005w/media/sb200005w_si_001.pdf"", ""md5"": ""a2c2cac534c091baa04389cca9d2e160"", ""sha256"": ""f235bf529ef7b9c708b306eafe765d53f4d0b7b139b800bdd7ccb63aa7616e1e""}]",s3://pmc-oa-opendata/PMC4165468.1/PMC4165468.1.xml?md5=e8350cf21b5ae1ecbd25c6c219b01197,s3://pmc-oa-opendata/PMC4165468.1/PMC4165468.1.txt?md5=8a568de8eca57c4a3192d2b5fe70494a,,[],data/papers/2012/10.1021__sb200005w/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb2000066,10.1021/sb2000066,2012,Monitoring Alkane Degradation by Single BioBrick Integration to an Optimal Cellular Framework,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200007r,10.1021/sb200007r,2012,Parts-Based Assembly of Synthetic Transmembrane Proteins in Mammalian Cells,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200008j,10.1021/sb200008j,2012,Engineering a Photoactivated Caspase-7 for Rapid Induction of Apoptosis,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200010w,10.1021/sb200010w,2012,Ultrasensitive Synthetic Protein Regulatory Networks Using Mixed Decoys,author_manuscript_text_already_present,PMC3358930,PMC3358930.1,1,22639735,False,True,False,author_manuscript,TDM,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC3358930.1.json,8ccc927d05b2c47924c7157a8fd410da814121e14b2e19825fcc6afe2c25a726,False,True,True,0,0,0,2,0,,data/papers/2012/10.1021__sb200010w/pmc/PMC3358930.1.xml,data/papers/2012/10.1021__sb200010w/pmc/PMC3358930.1.txt,[],"[{""local_path"": ""data/papers/2012/10.1021__sb200010w/pmc/PMC3358930.1.xml"", ""md5"": ""279d0487f743cf7828bd98dddfef8148"", ""sha256"": ""444056928a3b621bc63e31cdb84a19ec1fd07b5b04f87154bb4d7ae379de34af""}, {""local_path"": ""data/papers/2012/10.1021__sb200010w/pmc/PMC3358930.1.txt"", ""md5"": ""643906f83026e7bd6448d83c3d77eec5"", ""sha256"": ""6bf84809c2d18084c48598104d7d17a2199bac4bca5fceaecb679d1ba5d4cc3f""}]",s3://pmc-oa-opendata/PMC3358930.1/PMC3358930.1.xml?md5=279d0487f743cf7828bd98dddfef8148,s3://pmc-oa-opendata/PMC3358930.1/PMC3358930.1.txt?md5=643906f83026e7bd6448d83c3d77eec5,"PMC does not distribute PDF, media, or supplementary files for this non-open author manuscript; the available XML and plain text were acquired instead.",[],data/papers/2012/10.1021__sb200010w/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb2000116,10.1021/sb2000116,2012,j5 DNA Assembly Design Automation Software,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200013j,10.1021/sb200013j,2012,Cloning the Acholeplasma laidlawii PG-8A Genome in Saccharomyces cerevisiae as a Yeast Centromeric Plasmid,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200015u,10.1021/sb200015u,2012,SYNZIP Protein Interaction Toolbox: in Vitro and in Vivo Specifications of Heterospecific Coiled-Coil Interaction Domains,already_present,PMC3339576,PMC3339576.1,1,22558529,True,False,False,published_version,,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC3339576.1.json,eaf9b5691c9ab9b34700a6e44659cbd54a955694ebbfd7c4efa28e866ea8133f,True,True,True,15,10,0,18,0,data/papers/2012/10.1021__sb200015u/paper.pdf,data/papers/2012/10.1021__sb200015u/pmc/PMC3339576.1.xml,data/papers/2012/10.1021__sb200015u/pmc/PMC3339576.1.txt,"[""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0002.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0003.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0004.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0005.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0006.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0007.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m001.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m002.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m003.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m004.jpg"", ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_001.pdf"", ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_002.pdf"", ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_003.xls"", ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_004.xls"", ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_005.xls""]","[{""local_path"": ""data/papers/2012/10.1021__sb200015u/paper.pdf"", ""md5"": ""21f16498efaf830305edd5200d376249"", ""sha256"": ""8171a9865e61f62fedebd558d8cb632cea4ee4006ae797666bf9d23e2d0e2bba""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/pmc/PMC3339576.1.xml"", ""md5"": ""6ce1b4ce924c2da83ee21d0f9e47ebb9"", ""sha256"": ""9773a45031a3c4a570e64134a6ff09aca2097cef41b0d3fdb0a1627107984ad8""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/pmc/PMC3339576.1.txt"", ""md5"": ""e437397c590f233168439411de5be514"", ""sha256"": ""9c641f05ccbe51527ebe59533ec66de088850bd979ca25c6b5cd6de6195fae8a""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0002.jpg"", ""md5"": ""d564f8cc8378ce7025f7eb13b525ec5e"", ""sha256"": ""a1e342c1d077e711cc86b66f0bce4d48241ee5d45d8bdbfc679f4923c6bf6f49""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0003.jpg"", ""md5"": ""45b2e0dded518b147da90b036bf4f36a"", ""sha256"": ""ece4682fe33939def77b80eb8f76b0662ad941e77401cea5e62afdf30653c8d3""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0004.jpg"", ""md5"": ""5807d483f464b7894c19306ea7c691ad"", ""sha256"": ""85b215f1d50a69bc226195f35bd6e1162b9645858b168781dd27124abea0b909""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0005.jpg"", ""md5"": ""5b87ca2fe3fe646002317ebb77622479"", ""sha256"": ""e97011a65d2ba462754c92932b10d2158bef68426cf6f57ba1409a7df27aaf21""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0006.jpg"", ""md5"": ""9e8d5bd529e0e604b7f83e5a61805e32"", ""sha256"": ""25a289ba403f9ad1f7f90c4ef9aff8c8a40280d67b83f12bd8a77a84b5198faa""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_0007.jpg"", ""md5"": ""9de2de43ae83d73ac7d5d26dfe5d9d15"", ""sha256"": ""4b70250e1352d3e2b43c512c8384bf9ddd5f150c736e80da29f5ee84b31922ea""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m001.jpg"", ""md5"": ""b46d23fc087583abbaf8c56b3d9480dd"", ""sha256"": ""a6fef82a822be6097d6a967e79ed058da6f7178b2eaf18fafff6edd3caab0701""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m002.jpg"", ""md5"": ""676665c09170b18c694881798f87e2aa"", ""sha256"": ""2ff7015cf8d8e88bf80b24f5010e38053de313680a325a6f0a4fa164d5f851cc""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m003.jpg"", ""md5"": ""2a0f869dc610b8774664a72cc9996daa"", ""sha256"": ""10a6a66aa127746ce096b8bc1b0b1eddf20c94ec2a28317b38a5ca50ad58228d""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb-2011-00015u_m004.jpg"", ""md5"": ""53f1266906ac8872939b83f95a399100"", ""sha256"": ""3fe1a4f0c65a033b95f138059db4be790824575f3868be41ceaa04b91092d0f5""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_001.pdf"", ""md5"": ""c376642445f6e30e8330c01057651a75"", ""sha256"": ""09656c505667602e009972931accebcef6051376fc33e94b7ff8485423b0395c""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_002.pdf"", ""md5"": ""68e7273f18b468dd23a4852355dc62b4"", ""sha256"": ""364f1f800dd6677a338573933c82e8be6604fc126bb384d5af7743b8031d3f92""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_003.xls"", ""md5"": ""ceca62451c5c4b1700c8977ca83b26ed"", ""sha256"": ""147c7318fb8d112e7bf29c50e8fda6ddd6542471b4e045267fa1a7dcfeddd514""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_004.xls"", ""md5"": ""81fed47feb66c28744785d6c463f8cec"", ""sha256"": ""296399e446d0aed1d39f37cce39187e22191ca45047e236bb798e7ee4ce29f5e""}, {""local_path"": ""data/papers/2012/10.1021__sb200015u/media/sb200015u_si_005.xls"", ""md5"": ""69d051202d142134eda075458fa64600"", ""sha256"": ""708cc43472532e7f030aac0b62c412979e1dfbe6ad6f3462dbd8fed6bf7ad5bb""}]",s3://pmc-oa-opendata/PMC3339576.1/PMC3339576.1.xml?md5=6ce1b4ce924c2da83ee21d0f9e47ebb9,s3://pmc-oa-opendata/PMC3339576.1/PMC3339576.1.txt?md5=e437397c590f233168439411de5be514,,[],data/papers/2012/10.1021__sb200015u/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb200016s,10.1021/sb200016s,2012,An E. coli Cell-Free Expression Toolbox: Application to Synthetic Gene Circuits and Artificial Cells,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200017p,10.1021/sb200017p,2012,A Modified Cre-lox Genetic Switch To Dynamically Control Metabolic Flow in Saccharomyces cerevisiae,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200018e,10.1021/sb200018e,2012,Proteins from an Unevolved Library of de novo Designed Sequences Bind a Range of Small Molecules,author_manuscript_text_already_present,PMC4104770,PMC4104770.1,1,23651114,False,True,False,author_manuscript,TDM,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC4104770.1.json,50a1ce9b2915d98bdeeb2e1af3ad968afa59507dfdac42f1e48d44d81c7daad2,False,True,True,0,0,0,2,0,,data/papers/2012/10.1021__sb200018e/pmc/PMC4104770.1.xml,data/papers/2012/10.1021__sb200018e/pmc/PMC4104770.1.txt,[],"[{""local_path"": ""data/papers/2012/10.1021__sb200018e/pmc/PMC4104770.1.xml"", ""md5"": ""603c8c6427eb52b73c65f290ec3ab51d"", ""sha256"": ""e006db1d740fe6be648a58ad30206412dd69c7a7d222726a16f1bcc52fecd89d""}, {""local_path"": ""data/papers/2012/10.1021__sb200018e/pmc/PMC4104770.1.txt"", ""md5"": ""993b0fe40150641d08a3614d8c5d33ae"", ""sha256"": ""57190dde10b1a1b9ae110b51a982b4d29c5c84041aff583d183d6780ca67dbf1""}]",s3://pmc-oa-opendata/PMC4104770.1/PMC4104770.1.xml?md5=603c8c6427eb52b73c65f290ec3ab51d,s3://pmc-oa-opendata/PMC4104770.1/PMC4104770.1.txt?md5=993b0fe40150641d08a3614d8c5d33ae,"PMC does not distribute PDF, media, or supplementary files for this non-open author manuscript; the available XML and plain text were acquired instead.",[],data/papers/2012/10.1021__sb200018e/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb200019x,10.1021/sb200019x,2012,MAP2.03D: A Sequence/Structure Based Server for Protein Engineering,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200021s,10.1021/sb200021s,2012,A Synthetic Post-transcriptional Controller To Explore the Modular Design of Gene Circuits,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb2000275,10.1021/sb2000275,2012,Elucidation of Small RNAs That Activate Transcription in Bacteria,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb2000287,10.1021/sb2000287,2012,The Organism Is the Product,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb200029a,10.1021/sb200029a,2012,Tetracycline-Regulated Expression Implemented through Transcriptional Activation Combined with Proximal and Distal Repression,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb3000029,10.1021/sb3000029,2012,Multiplexed in Vivo His-Tagging of Enzyme Pathways for in Vitro Single-Pot Multienzyme Catalysis,author_manuscript_text_already_present,PMC3377159,PMC3377159.1,1,22737598,False,True,False,author_manuscript,TDM,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC3377159.1.json,0494ee6c94ce355601c4ae8c1d42072037c711e9264d7ddf7721af9c0630325c,False,True,True,0,0,0,2,0,,data/papers/2012/10.1021__sb3000029/pmc/PMC3377159.1.xml,data/papers/2012/10.1021__sb3000029/pmc/PMC3377159.1.txt,[],"[{""local_path"": ""data/papers/2012/10.1021__sb3000029/pmc/PMC3377159.1.xml"", ""md5"": ""d88dbc33b07231df58b766a58b54b615"", ""sha256"": ""663d21fe5319c369c2c120d219e4c1e7d93682b82f05d2d45e1da4ee5a9b2449""}, {""local_path"": ""data/papers/2012/10.1021__sb3000029/pmc/PMC3377159.1.txt"", ""md5"": ""d617a0d2b8d1ce330485265a2d080b19"", ""sha256"": ""f5ba8f06e69a18eba826adb8fcba75d701300e4b8908575a137057f14d5938be""}]",s3://pmc-oa-opendata/PMC3377159.1/PMC3377159.1.xml?md5=d88dbc33b07231df58b766a58b54b615,s3://pmc-oa-opendata/PMC3377159.1/PMC3377159.1.txt?md5=d617a0d2b8d1ce330485265a2d080b19,"PMC does not distribute PDF, media, or supplementary files for this non-open author manuscript; the available XML and plain text were acquired instead.",[],data/papers/2012/10.1021__sb3000029/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb3000035,10.1021/sb3000035,2012,A Sensitive Switch for Visualizing Natural Gene Silencing in Single Cells,author_manuscript_text_already_present,PMC3331714,PMC3331714.1,1,22530199,False,True,False,author_manuscript,TDM,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC3331714.1.json,ab46befeac3c195d42bb57fd8d1d876b3cb3eca552889b738ece2e6513936df7,False,True,True,0,0,0,2,0,,data/papers/2012/10.1021__sb3000035/pmc/PMC3331714.1.xml,data/papers/2012/10.1021__sb3000035/pmc/PMC3331714.1.txt,[],"[{""local_path"": ""data/papers/2012/10.1021__sb3000035/pmc/PMC3331714.1.xml"", ""md5"": ""d0fc2fb4e848d1f89be09044858a37ab"", ""sha256"": ""2d316f495f4f34fb7fd64c6802cc6bcc259d58a8985c51eec34bb6bd1904e4c5""}, {""local_path"": ""data/papers/2012/10.1021__sb3000035/pmc/PMC3331714.1.txt"", ""md5"": ""bf55bb3584b104f1807822f95c6f23c6"", ""sha256"": ""d4aa4a419f10abe5407bb229b3760838a07353fb47afb7897f315018461b37a1""}]",s3://pmc-oa-opendata/PMC3331714.1/PMC3331714.1.xml?md5=d0fc2fb4e848d1f89be09044858a37ab,s3://pmc-oa-opendata/PMC3331714.1/PMC3331714.1.txt?md5=bf55bb3584b104f1807822f95c6f23c6,"PMC does not distribute PDF, media, or supplementary files for this non-open author manuscript; the available XML and plain text were acquired instead.",[],data/papers/2012/10.1021__sb3000035/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb3000063,10.1021/sb3000063,2012,Efficient Orthogonal Integration of the Bacteriophage ϕ29 DNA-Portal Connector Protein in Engineered Lipid Bilayers,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300009t,10.1021/sb300009t,2012,A Data-Driven Framework for Identifying Nonlinear Dynamic Models of Genetic Parts,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300010a,10.1021/sb300010a,2012,Modification-Free Photocontrol of β-Lactam Conversion with Spatiotemporal Resolution,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb3000113,10.1021/sb3000113,2012,An in vitro Autogene,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300012g,10.1021/sb300012g,2012,Evolutionary Synthetic Biology,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300014t,10.1021/sb300014t,2012,SCHEMA-Designed Variants of Human Arginase I and II Reveal Sequence Elements Important to Stability and Catalysis,author_manuscript_text_already_present,PMC3378063,PMC3378063.1,1,22737599,False,True,False,author_manuscript,TDM,https://pmc-oa-opendata.s3.amazonaws.com/metadata/PMC3378063.1.json,ba91ce7e9defc33d0bdb576ce94ead42aa57e8ed1d2e6b19bc0b350d2b0b3b3a,False,True,True,0,0,0,2,0,,data/papers/2012/10.1021__sb300014t/pmc/PMC3378063.1.xml,data/papers/2012/10.1021__sb300014t/pmc/PMC3378063.1.txt,[],"[{""local_path"": ""data/papers/2012/10.1021__sb300014t/pmc/PMC3378063.1.xml"", ""md5"": ""bf209c5b5ebb3b5778d57be8949949d4"", ""sha256"": ""70a95130ab176f736eb2c7885b84e621afcb2987b8efcfed2e7967c7099d4f5d""}, {""local_path"": ""data/papers/2012/10.1021__sb300014t/pmc/PMC3378063.1.txt"", ""md5"": ""bd96cfb76b32d41f0be1d968f4b1e4a8"", ""sha256"": ""adb81d39521adf93386c771147f3cbdcc9a0bef5b383e0f6a38006352e69868e""}]",s3://pmc-oa-opendata/PMC3378063.1/PMC3378063.1.xml?md5=bf209c5b5ebb3b5778d57be8949949d4,s3://pmc-oa-opendata/PMC3378063.1/PMC3378063.1.txt?md5=bd96cfb76b32d41f0be1d968f4b1e4a8,"PMC does not distribute PDF, media, or supplementary files for this non-open author manuscript; the available XML and plain text were acquired instead.",[],data/papers/2012/10.1021__sb300014t/pmc.json,2026-09-03T03:41:37+00:00
doi:10.1021/sb300016b,10.1021/sb300016b,2012,ePathBrick: A Synthetic Biology Platform for Engineering Metabolic Pathways in E. coli,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb3000172,10.1021/sb3000172,2012,Engineered Networks of Synthetic and Natural Proteins To Control Cell Migration,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300018h,10.1021/sb300018h,2012,Ensemble Bayesian Analysis of Bistability in a Synthetic Transcriptional Switch,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb3000194,10.1021/sb3000194,2012,"Assembly of Large, High G+C Bacterial DNA Fragments in Yeast",not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300020f,10.1021/sb300020f,2012,Landscape Topography Determines Global Stability and Robustness of a Metabolic Network,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300023h,10.1021/sb300023h,2012,A Combinatorial Library of Unsaturated Lipidoids for Efficient Intracellular Gene Delivery,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb3000244,10.1021/sb3000244,2012,Characterization and Modeling of Transcriptional Cross-Regulation in Acinetobacter baylyi ADP1,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300025d,10.1021/sb300025d,2012,Cloning Large Gene Clusters from E. coli Using in Vitro Single-Strand Overlapping Annealing,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300027y,10.1021/sb300027y,2012,Automated Design of Genetic Toggle Switches with Predetermined Bistability,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300028q,10.1021/sb300028q,2012,A Basis Set of de Novo Coiled-Coil Peptide Oligomers for Rational Protein Design and Synthetic Biology,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300030d,10.1021/sb300030d,2012,An End-to-End Workflow for Engineering of Biological Networks from High-Level Specifications,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300031n,10.1021/sb300031n,2012,Computational Modeling of Synthetic Microbial Biofilms,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300032y,10.1021/sb300032y,2012,Automated Selection of Synthetic Biology Parts for Genetic Regulatory Networks,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300033q,10.1021/sb300033q,2012,Hierarchical Modeling for Synthetic Biology,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
doi:10.1021/sb300034m,10.1021/sb300034m,2012,Specification and Simulation of Synthetic Multicelled Behaviors,not_in_pmc,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,"[""Identifier not found in PMC""]",,
